,PA01H:CO,AUB:CO,PA04C:CO,A1:CO,BASCH:CO,AUT:CO,OBJECTID
,PARIS 1er Les Halles,AUBERVILLIERS,Paris Centre,Autoroute A1 - Saint-Denis,Place Victor Basch,Boulevard Péripherique Auteuil,0
,PA01H,AUB,PA04C,A1,BASCH,AUT,1
,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,2
,CO,CO,CO,CO,CO,CO,3
,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,4
2019/03/03 12:00:00+00,,,0.259000,0.373000,,0.270000,1480
2019/03/03 13:00:00+00,,,0.242000,0.442000,,0.256000,1481
2019/03/03 14:00:00+00,,,0.212000,0.384000,,0.242000,1482
2019/03/03 15:00:00+00,,,0.237000,0.371000,,0.253000,1483
2019/03/03 16:00:00+00,,,0.248000,0.391000,,0.276000,1484
2019/03/03 17:00:00+00,,,0.256000,0.367000,,0.269000,1485
2019/03/03 18:00:00+00,,,0.264000,0.394000,,0.298000,1486
2019/03/03 19:00:00+00,,,0.244000,0.369000,,0.258000,1487
2019/03/03 20:00:00+00,,,0.247000,0.367000,,0.217000,1488
2019/03/03 21:00:00+00,,,0.238000,0.320000,,0.200000,1489
2019/03/03 22:00:00+00,,,0.245000,0.293000,,0.224000,1490
2019/03/03 23:00:00+00,,,0.212000,0.269000,,0.169000,1491
2019/03/04 00:00:00+00,,,0.190000,0.257000,,0.155000,1492
2019/03/04 01:00:00+00,,,0.191000,0.223000,,0.148000,1493
2019/03/04 02:00:00+00,,0.256000,0.173000,0.169000,,0.131000,1494
2019/03/04 03:00:00+00,,0.296000,0.157000,0.162000,,0.119000,1495
2019/03/04 04:00:00+00,,0.297000,0.156000,0.170000,,0.130000,1496
2019/03/04 05:00:00+00,,0.224000,0.147000,0.214000,,0.139000,1497
2019/03/04 06:00:00+00,,0.243000,0.175000,0.328000,,0.190000,1498
2019/03/04 07:00:00+00,,0.268000,0.200000,0.272000,,0.208000,1499
2019/03/04 08:00:00+00,,0.280000,0.197000,0.351000,,0.308000,1500
2019/03/04 09:00:00+00,,0.308000,0.198000,0.384000,,0.354000,1501
2019/03/04 10:00:00+00,,0.327000,0.196000,0.356000,,0.270000,1502
2019/03/04 11:00:00+00,,0.313000,0.196000,0.362000,,0.293000,1503
2019/03/04 12:00:00+00,,0.318000,0.225000,0.425000,,0.297000,1504
2019/03/04 13:00:00+00,,0.349000,0.213000,0.441000,,0.308000,1505
2019/03/04 14:00:00+00,,0.340000,0.191000,0.454000,,0.361000,1506
2019/03/04 15:00:00+00,,,0.221000,0.416000,,0.340000,1507
2019/03/04 16:00:00+00,,,0.205000,0.542000,,0.351000,1508
2019/03/04 17:00:00+00,,0.225000,0.198000,0.526000,,0.461000,1509
2019/03/04 18:00:00+00,,0.231000,0.215000,0.601000,,0.675000,1510
2019/03/04 19:00:00+00,,0.285000,0.239000,0.537000,,0.594000,1511
2019/03/04 20:00:00+00,,0.282000,0.278000,0.443000,,0.445000,1512
2019/03/04 21:00:00+00,,0.256000,0.233000,0.411000,,0.332000,1513
2019/03/04 22:00:00+00,,0.253000,0.238000,0.408000,,0.286000,1514
2019/03/04 23:00:00+00,,0.239000,0.202000,0.312000,,0.247000,1515
2019/03/05 00:00:00+00,,0.279000,0.183000,0.320000,,0.186000,1516
2019/03/05 01:00:00+00,,0.244000,0.157000,0.226000,,0.209000,1517
2019/03/05 02:00:00+00,,0.183000,0.152000,0.243000,,0.206000,1518
2019/03/05 03:00:00+00,,0.158000,0.190000,0.213000,,0.190000,1519
2019/03/05 04:00:00+00,,0.179000,0.208000,0.214000,,0.176000,1520
2019/03/05 05:00:00+00,,0.244000,0.201000,0.267000,,0.212000,1521
2019/03/05 06:00:00+00,,0.236000,0.259000,0.327000,,0.281000,1522
2019/03/05 07:00:00+00,,0.249000,0.276000,0.398000,,0.427000,1523
2019/03/05 08:00:00+00,,0.191000,0.318000,0.598000,,0.640000,1524
2019/03/05 09:00:00+00,,0.168000,0.313000,0.563000,,0.726000,1525
2019/03/05 10:00:00+00,,,0.261000,0.462000,,0.425000,1526
2019/03/05 11:00:00+00,,,0.210000,0.434000,,0.420000,1527
2019/03/05 12:00:00+00,,,0.213000,0.492000,,0.458000,1528
2019/03/05 13:00:00+00,,0.237000,0.251000,0.517000,,0.496000,1529
2019/03/05 14:00:00+00,,0.213000,0.251000,0.455000,,0.474000,1530
2019/03/05 15:00:00+00,,0.164000,0.237000,0.468000,,0.474000,1531
2019/03/05 16:00:00+00,,0.193000,0.253000,0.479000,,0.486000,1532
2019/03/05 17:00:00+00,,0.162000,0.250000,0.517000,,0.571000,1533
2019/03/05 18:00:00+00,,0.197000,0.372000,0.515000,,0.641000,1534
2019/03/05 19:00:00+00,,,0.442000,0.729000,,0.559000,1535
2019/03/05 20:00:00+00,,,0.405000,0.724000,,0.632000,1536
2019/03/05 21:00:00+00,,,0.350000,0.479000,,0.443000,1537
2019/03/05 22:00:00+00,,,0.316000,0.458000,,0.368000,1538
2019/03/05 23:00:00+00,,,0.302000,0.402000,,0.351000,1539
2019/03/06 00:00:00+00,,,0.243000,0.323000,,0.333000,1540
2019/03/06 01:00:00+00,,,0.224000,0.241000,,0.226000,1541
2019/03/06 02:00:00+00,,0.275000,0.229000,0.190000,,0.211000,1542
2019/03/06 03:00:00+00,,0.269000,0.209000,0.171000,,0.182000,1543
2019/03/06 04:00:00+00,,0.281000,0.251000,0.230000,,0.201000,1544
2019/03/06 05:00:00+00,,0.295000,0.247000,0.277000,,0.215000,1545
2019/03/06 06:00:00+00,,0.320000,0.300000,0.383000,,0.250000,1546
2019/03/06 07:00:00+00,,0.337000,0.317000,0.424000,,0.261000,1547
2019/03/06 08:00:00+00,,0.371000,0.341000,0.583000,,0.451000,1548
2019/03/06 09:00:00+00,,0.406000,0.329000,0.583000,,0.557000,1549
2019/03/06 10:00:00+00,,0.432000,0.348000,0.439000,,0.381000,1550
2019/03/06 11:00:00+00,,0.393000,0.302000,0.403000,,0.301000,1551
2019/03/06 12:00:00+00,,0.389000,0.309000,0.418000,,0.355000,1552
2019/03/06 13:00:00+00,,0.389000,0.336000,0.444000,,0.365000,1553
2019/03/06 14:00:00+00,,0.379000,0.320000,0.467000,,0.431000,1554
2019/03/06 15:00:00+00,,0.328000,0.307000,0.445000,,0.391000,1555
2019/03/06 16:00:00+00,,0.278000,0.290000,0.461000,,0.393000,1556
2019/03/06 17:00:00+00,,0.302000,0.357000,0.599000,,0.571000,1557
2019/03/06 18:00:00+00,,0.290000,0.412000,0.588000,,0.772000,1558
2019/03/06 19:00:00+00,,0.301000,0.448000,0.662000,,0.690000,1559
2019/03/06 20:00:00+00,,0.267000,0.452000,0.543000,,0.696000,1560
2019/03/06 21:00:00+00,,0.238000,0.357000,0.464000,,0.362000,1561
2019/03/06 22:00:00+00,,0.186000,0.338000,0.378000,,0.354000,1562
2019/03/06 23:00:00+00,,0.186000,0.337000,0.403000,,0.666000,1563
2019/03/07 00:00:00+00,,,0.306000,0.261000,,0.405000,1564
2019/03/07 01:00:00+00,,,0.198000,0.209000,,0.143000,1565
2019/03/07 02:00:00+00,,0.272000,0.204000,0.174000,,0.124000,1566
2019/03/07 03:00:00+00,,0.239000,0.209000,0.168000,,0.114000,1567
2019/03/07 04:00:00+00,,0.228000,0.197000,0.205000,,0.095000,1568
2019/03/07 05:00:00+00,,0.250000,0.179000,0.222000,,0.137000,1569
2019/03/07 06:00:00+00,,0.268000,0.201000,0.305000,,0.245000,1570
2019/03/07 07:00:00+00,,0.313000,0.215000,0.296000,,0.363000,1571
2019/03/07 08:00:00+00,,0.349000,0.259000,0.559000,,0.563000,1572
2019/03/07 09:00:00+00,,0.344000,0.235000,0.469000,,0.523000,1573
2019/03/07 10:00:00+00,,0.319000,0.219000,0.338000,,0.284000,1574
2019/03/07 11:00:00+00,,0.316000,0.195000,0.344000,,0.218000,1575
2019/03/07 12:00:00+00,,0.303000,0.195000,0.318000,,0.238000,1576
2019/03/07 13:00:00+00,,0.315000,0.218000,0.277000,,0.242000,1577
2019/03/07 14:00:00+00,,0.316000,0.195000,0.272000,,0.261000,1578
2019/03/07 15:00:00+00,,0.328000,0.181000,0.289000,,0.261000,1579
2019/03/07 16:00:00+00,,0.339000,0.224000,0.306000,,0.265000,1580
2019/03/07 17:00:00+00,,0.359000,0.238000,0.462000,,0.391000,1581
2019/03/07 18:00:00+00,,0.367000,0.247000,0.586000,,0.511000,1582
2019/03/07 19:00:00+00,,0.395000,0.268000,0.519000,,0.564000,1583
2019/03/07 20:00:00+00,,0.324000,0.268000,0.444000,,0.424000,1584
2019/03/07 21:00:00+00,,0.293000,0.232000,0.363000,,0.302000,1585
2019/03/07 22:00:00+00,,0.279000,0.231000,0.284000,,0.276000,1586
2019/03/07 23:00:00+00,,0.273000,0.215000,0.242000,,0.242000,1587
2019/03/08 00:00:00+00,,0.259000,0.193000,0.214000,,0.169000,1588
2019/03/08 01:00:00+00,,0.254000,0.187000,0.293000,,0.172000,1589
2019/03/08 02:00:00+00,,0.217000,0.194000,0.306000,,0.163000,1590
2019/03/08 03:00:00+00,,0.248000,0.192000,0.317000,,0.168000,1591
2019/03/08 04:00:00+00,,0.241000,0.203000,0.323000,,0.161000,1592
2019/03/08 05:00:00+00,,0.247000,0.198000,0.338000,,0.214000,1593
2019/03/08 06:00:00+00,,0.253000,0.213000,0.415000,,0.346000,1594
2019/03/08 07:00:00+00,,0.294000,0.250000,0.661000,,0.512000,1595
2019/03/08 08:00:00+00,,0.332000,0.282000,0.952000,,0.856000,1596
2019/03/08 09:00:00+00,,0.307000,0.310000,0.844000,,0.772000,1597
2019/03/08 10:00:00+00,,0.288000,0.270000,0.594000,,0.436000,1598
2019/03/08 11:00:00+00,,0.267000,0.213000,0.602000,,0.381000,1599
2019/03/08 12:00:00+00,,0.219000,0.213000,0.530000,,0.449000,1600
2019/03/08 13:00:00+00,,0.235000,0.221000,0.491000,,0.416000,1601
2019/03/08 14:00:00+00,,0.210000,0.205000,0.481000,,0.432000,1602
2019/03/08 15:00:00+00,,0.219000,0.221000,0.453000,,0.391000,1603
2019/03/08 16:00:00+00,,0.329000,0.242000,0.560000,,0.465000,1604
2019/03/08 17:00:00+00,,0.322000,0.252000,0.534000,,0.544000,1605
2019/03/08 18:00:00+00,,0.314000,0.288000,0.644000,,0.592000,1606
2019/03/08 19:00:00+00,,0.338000,0.310000,0.548000,,0.596000,1607
2019/03/08 20:00:00+00,,0.310000,0.305000,0.464000,,0.417000,1608
2019/03/08 21:00:00+00,,0.289000,0.265000,0.461000,,0.341000,1609
2019/03/08 22:00:00+00,,0.267000,0.253000,0.367000,,0.262000,1610
2019/03/08 23:00:00+00,,0.262000,0.238000,0.354000,,0.226000,1611
2019/03/09 00:00:00+00,,0.244000,0.227000,0.295000,,0.221000,1612
2019/03/09 01:00:00+00,,0.243000,0.249000,0.349000,,0.177000,1613
2019/03/09 02:00:00+00,,0.214000,0.243000,0.280000,,0.181000,1614
2019/03/09 03:00:00+00,,0.187000,0.226000,0.280000,,0.174000,1615
2019/03/09 04:00:00+00,,0.181000,0.260000,0.416000,,0.181000,1616
2019/03/09 05:00:00+00,,0.172000,0.240000,0.415000,,0.201000,1617
2019/03/09 06:00:00+00,,0.162000,0.302000,0.418000,,0.226000,1618
2019/03/09 07:00:00+00,,0.158000,0.325000,0.451000,,0.310000,1619
2019/03/09 08:00:00+00,,0.130000,0.287000,0.486000,,0.342000,1620
2019/03/09 09:00:00+00,,0.151000,0.258000,0.459000,,0.395000,1621
2019/03/09 10:00:00+00,,0.146000,0.252000,0.505000,,0.377000,1622
2019/03/09 11:00:00+00,,0.116000,0.243000,0.520000,,0.367000,1623
2019/03/09 12:00:00+00,,0.098000,0.244000,0.517000,,0.362000,1624
2019/03/09 13:00:00+00,,0.104000,0.225000,0.606000,,0.362000,1625
2019/03/09 14:00:00+00,,0.094000,0.229000,0.505000,,0.335000,1626
2019/03/09 15:00:00+00,,0.093000,0.229000,0.439000,,0.406000,1627
2019/03/09 16:00:00+00,,0.087000,0.237000,0.504000,,0.450000,1628
2019/03/09 17:00:00+00,,0.103000,0.259000,0.543000,,0.513000,1629
2019/03/09 18:00:00+00,,0.151000,0.294000,0.645000,,0.563000,1630
2019/03/09 19:00:00+00,,0.152000,0.351000,0.607000,,0.601000,1631
2019/03/09 20:00:00+00,,0.176000,0.337000,0.535000,,0.593000,1632
2019/03/09 21:00:00+00,,0.180000,0.327000,0.666000,,0.573000,1633
2019/03/09 22:00:00+00,,0.182000,0.386000,0.505000,,0.399000,1634
2019/03/09 23:00:00+00,,0.134000,0.345000,0.501000,,0.317000,1635
2019/03/10 00:00:00+00,,0.116000,0.316000,0.436000,,0.302000,1636
2019/03/10 01:00:00+00,,0.088000,0.286000,0.319000,,0.280000,1637
2019/03/10 02:00:00+00,,0.191000,0.219000,0.277000,,0.237000,1638
2019/03/10 03:00:00+00,,0.175000,0.180000,0.232000,,0.196000,1639
2019/03/10 04:00:00+00,,0.184000,0.185000,0.212000,,0.197000,1640
2019/03/10 05:00:00+00,,0.159000,0.178000,0.225000,,0.190000,1641
2019/03/10 06:00:00+00,,0.091000,0.185000,0.206000,,0.191000,1642
2019/03/10 07:00:00+00,,0.096000,0.175000,0.207000,,0.208000,1643
2019/03/10 08:00:00+00,,0.148000,0.185000,0.244000,,0.228000,1644
2019/03/10 09:00:00+00,,0.115000,0.186000,0.247000,,0.232000,1645
2019/03/10 10:00:00+00,,0.081000,0.165000,0.224000,,0.234000,1646
2019/03/10 11:00:00+00,,0.070000,0.161000,0.255000,,0.244000,1647
2019/03/10 12:00:00+00,,0.127000,0.172000,0.217000,,0.276000,1648
2019/03/10 13:00:00+00,,0.150000,0.168000,0.223000,,0.273000,1649
2019/03/10 14:00:00+00,,0.176000,0.175000,0.269000,,0.267000,1650
2019/03/10 15:00:00+00,,0.153000,0.150000,0.232000,,0.264000,1651
2019/03/10 16:00:00+00,,0.212000,0.142000,0.222000,,0.253000,1652
2019/03/10 17:00:00+00,,0.249000,0.142000,0.250000,,0.264000,1653
2019/03/10 18:00:00+00,,0.232000,0.151000,0.317000,,0.337000,1654
2019/03/10 19:00:00+00,,0.269000,0.191000,0.379000,,0.423000,1655
2019/03/10 20:00:00+00,,0.292000,0.205000,0.453000,,0.437000,1656
2019/03/10 21:00:00+00,,0.331000,0.212000,0.326000,,0.350000,1657
2019/03/10 22:00:00+00,,0.311000,0.182000,0.340000,,0.286000,1658
2019/03/10 23:00:00+00,,0.282000,0.173000,0.222000,,0.239000,1659
2019/03/11 00:00:00+00,,0.271000,0.160000,0.199000,,0.191000,1660
2019/03/11 01:00:00+00,,0.291000,0.110000,0.195000,,0.201000,1661
2019/03/11 02:00:00+00,,0.182000,0.118000,0.176000,,0.178000,1662
2019/03/11 03:00:00+00,,0.176000,0.135000,0.204000,,0.185000,1663
2019/03/11 04:00:00+00,,0.172000,0.131000,0.221000,,0.177000,1664
2019/03/11 05:00:00+00,,0.162000,0.127000,0.284000,,0.223000,1665
2019/03/11 06:00:00+00,,0.173000,0.134000,0.343000,,0.274000,1666
2019/03/11 07:00:00+00,,0.171000,0.153000,0.354000,,0.371000,1667
2019/03/11 08:00:00+00,,0.267000,0.196000,0.631000,,0.683000,1668
2019/03/11 09:00:00+00,,0.198000,0.172000,0.576000,,0.624000,1669
2019/03/11 10:00:00+00,,0.190000,0.153000,0.372000,,0.358000,1670
2019/03/11 11:00:00+00,,0.223000,0.142000,0.325000,,0.332000,1671
2019/03/11 12:00:00+00,,0.227000,0.128000,0.350000,,0.358000,1672
2019/03/11 13:00:00+00,,0.227000,0.130000,0.292000,,0.369000,1673
2019/03/11 14:00:00+00,,0.238000,0.115000,0.299000,,0.341000,1674
2019/03/11 15:00:00+00,,0.230000,0.113000,0.297000,,0.345000,1675
2019/03/11 16:00:00+00,,0.225000,0.117000,0.384000,,0.408000,1676
2019/03/11 17:00:00+00,,0.290000,0.128000,0.414000,,0.546000,1677
2019/03/11 18:00:00+00,,0.285000,0.155000,0.499000,,0.849000,1678
2019/03/11 19:00:00+00,,0.336000,0.190000,0.547000,,1.295000,1679
2019/03/11 20:00:00+00,,0.355000,0.252000,0.750000,,0.959000,1680
2019/03/11 21:00:00+00,,0.395000,0.275000,0.761000,,0.744000,1681
2019/03/11 22:00:00+00,,0.412000,0.258000,0.662000,,0.828000,1682
2019/03/11 23:00:00+00,,0.380000,0.434000,0.473000,,0.621000,1683
2019/03/12 00:00:00+00,,0.416000,0.324000,0.427000,,0.390000,1684
2019/03/12 01:00:00+00,,0.343000,0.349000,0.348000,,0.258000,1685
2019/03/12 02:00:00+00,,0.244000,0.327000,0.270000,,0.166000,1686
2019/03/12 03:00:00+00,,0.296000,0.302000,0.319000,,0.166000,1687
2019/03/12 04:00:00+00,,0.256000,0.325000,0.366000,,0.182000,1688
2019/03/12 05:00:00+00,,0.311000,0.297000,0.308000,,0.210000,1689
2019/03/12 06:00:00+00,,0.315000,0.402000,0.438000,,0.280000,1690
2019/03/12 07:00:00+00,,0.322000,0.407000,0.488000,,0.401000,1691
2019/03/12 08:00:00+00,,0.353000,0.425000,0.657000,,0.548000,1692
2019/03/12 09:00:00+00,,0.354000,0.454000,0.610000,,0.473000,1693
2019/03/12 10:00:00+00,,0.321000,0.314000,0.385000,,0.308000,1694
2019/03/12 11:00:00+00,,0.303000,0.303000,0.355000,,0.286000,1695
2019/03/12 12:00:00+00,,0.277000,0.284000,0.395000,,0.302000,1696
2019/03/12 13:00:00+00,,0.277000,0.249000,0.342000,,0.302000,1697
2019/03/12 14:00:00+00,,0.277000,0.251000,0.336000,,0.311000,1698
2019/03/12 15:00:00+00,,0.236000,0.264000,0.343000,,0.316000,1699
2019/03/12 16:00:00+00,,0.230000,0.250000,0.380000,,0.316000,1700
2019/03/12 17:00:00+00,,0.225000,0.263000,0.457000,,0.388000,1701
2019/03/12 18:00:00+00,,0.211000,0.274000,0.412000,,0.466000,1702
2019/03/12 19:00:00+00,,0.158000,0.286000,0.548000,,0.604000,1703
2019/03/12 20:00:00+00,,0.167000,0.279000,0.375000,,0.472000,1704
2019/03/12 21:00:00+00,,0.181000,0.266000,0.467000,,0.391000,1705
2019/03/12 22:00:00+00,,0.174000,0.259000,0.359000,,0.332000,1706
2019/03/12 23:00:00+00,,0.153000,0.246000,0.351000,,0.333000,1707
2019/03/13 00:00:00+00,,0.155000,0.225000,0.300000,,0.213000,1708
2019/03/13 01:00:00+00,,0.172000,0.187000,0.197000,,0.114000,1709
2019/03/13 02:00:00+00,,0.170000,0.187000,0.179000,,0.113000,1710
2019/03/13 03:00:00+00,,0.177000,0.189000,0.194000,,0.110000,1711
2019/03/13 04:00:00+00,,0.198000,0.179000,0.279000,,0.117000,1712
2019/03/13 05:00:00+00,,0.220000,0.193000,0.275000,,0.140000,1713
2019/03/13 06:00:00+00,,0.234000,0.213000,0.307000,,0.198000,1714
2019/03/13 07:00:00+00,,0.202000,0.216000,0.408000,,0.326000,1715
2019/03/13 08:00:00+00,,0.210000,0.259000,0.566000,,0.560000,1716
2019/03/13 09:00:00+00,,0.190000,0.251000,0.544000,,0.541000,1717
2019/03/13 10:00:00+00,,,0.228000,0.441000,,0.320000,1718
2019/03/13 11:00:00+00,,,0.217000,0.363000,,0.297000,1719
2019/03/13 12:00:00+00,,,0.236000,0.393000,,0.337000,1720
2019/03/13 13:00:00+00,,,0.254000,0.458000,,0.358000,1721
2019/03/13 14:00:00+00,,,0.241000,0.428000,,0.338000,1722
2019/03/13 15:00:00+00,,,0.215000,0.350000,,0.290000,1723
2019/03/13 16:00:00+00,,,0.196000,0.332000,,0.315000,1724
2019/03/13 17:00:00+00,,,0.209000,0.457000,,0.435000,1725
2019/03/13 18:00:00+00,,,0.221000,0.497000,,0.583000,1726
2019/03/13 19:00:00+00,,,0.246000,0.544000,,0.568000,1727
2019/03/13 20:00:00+00,,,0.240000,0.460000,,0.456000,1728
2019/03/13 21:00:00+00,,,0.217000,0.321000,,0.328000,1729
2019/03/13 22:00:00+00,,,0.207000,0.291000,,0.296000,1730
2019/03/13 23:00:00+00,,,0.216000,0.285000,,0.337000,1731
2019/03/14 00:00:00+00,,,0.203000,0.230000,,0.230000,1732
2019/03/14 01:00:00+00,,,0.186000,0.207000,,0.186000,1733
2019/03/14 02:00:00+00,,0.218000,0.182000,0.215000,,0.162000,1734
2019/03/14 03:00:00+00,,0.221000,0.174000,0.188000,,0.171000,1735
2019/03/14 04:00:00+00,,0.209000,0.170000,0.278000,,0.174000,1736
2019/03/14 05:00:00+00,,0.216000,0.180000,0.280000,,0.205000,1737
2019/03/14 06:00:00+00,,0.221000,0.201000,0.355000,,0.262000,1738
2019/03/14 07:00:00+00,,0.259000,0.222000,0.407000,,0.420000,1739
2019/03/14 08:00:00+00,,0.254000,0.321000,0.592000,,0.695000,1740
2019/03/14 09:00:00+00,,0.256000,0.259000,0.532000,,0.570000,1741
2019/03/14 10:00:00+00,,0.236000,0.241000,0.424000,,0.385000,1742
2019/03/14 11:00:00+00,,0.222000,0.235000,0.470000,,0.493000,1743
2019/03/14 12:00:00+00,,,0.243000,0.431000,,0.394000,1744
2019/03/14 13:00:00+00,,,0.244000,0.451000,,0.358000,1745
2019/03/14 14:00:00+00,,,0.249000,0.447000,,0.347000,1746
2019/03/14 15:00:00+00,,,0.247000,0.441000,,0.382000,1747
2019/03/14 16:00:00+00,,,0.243000,0.429000,,0.417000,1748
2019/03/14 17:00:00+00,,,0.268000,0.499000,,0.527000,1749
2019/03/14 18:00:00+00,,,0.267000,0.569000,,0.631000,1750
2019/03/14 19:00:00+00,,,0.296000,0.556000,,0.603000,1751
2019/03/14 20:00:00+00,,,0.304000,0.474000,,0.504000,1752
2019/03/14 21:00:00+00,,,0.280000,0.319000,,0.419000,1753
2019/03/14 22:00:00+00,,,0.290000,0.357000,,0.391000,1754
2019/03/14 23:00:00+00,,,0.300000,0.340000,,0.418000,1755
2019/03/15 00:00:00+00,,,0.270000,0.317000,,0.321000,1756
2019/03/15 01:00:00+00,,,0.196000,0.215000,,0.206000,1757
2019/03/15 02:00:00+00,,0.194000,0.171000,0.187000,,0.174000,1758
2019/03/15 03:00:00+00,,0.172000,0.155000,0.173000,,0.161000,1759
2019/03/15 04:00:00+00,,0.157000,0.144000,0.177000,,0.156000,1760
2019/03/15 05:00:00+00,,0.150000,0.151000,0.262000,,0.200000,1761
2019/03/15 06:00:00+00,,0.156000,0.160000,0.362000,,0.278000,1762
2019/03/15 07:00:00+00,,0.151000,0.174000,0.401000,,0.422000,1763
2019/03/15 08:00:00+00,,0.188000,0.195000,0.497000,,0.649000,1764
2019/03/15 09:00:00+00,,0.178000,0.189000,0.532000,,0.576000,1765
2019/03/15 10:00:00+00,,0.147000,0.186000,0.425000,,0.412000,1766
2019/03/15 11:00:00+00,,0.150000,0.182000,0.411000,,0.422000,1767
2019/03/15 12:00:00+00,,0.149000,0.201000,0.406000,,0.508000,1768
2019/03/15 13:00:00+00,,0.134000,0.189000,0.406000,,0.411000,1769
2019/03/15 14:00:00+00,,0.160000,0.191000,0.534000,,0.466000,1770
2019/03/15 15:00:00+00,,0.129000,0.188000,0.402000,,0.457000,1771
2019/03/15 16:00:00+00,,0.161000,0.187000,0.406000,,0.475000,1772
2019/03/15 17:00:00+00,,0.151000,0.188000,0.506000,,0.567000,1773
2019/03/15 18:00:00+00,,0.149000,0.210000,0.492000,,0.632000,1774
2019/03/15 19:00:00+00,,0.155000,0.246000,0.534000,,0.723000,1775
2019/03/15 20:00:00+00,,0.160000,0.260000,0.499000,,0.568000,1776
2019/03/15 21:00:00+00,,0.158000,0.239000,0.453000,,0.414000,1777
2019/03/15 22:00:00+00,,0.143000,0.215000,0.394000,,0.366000,1778
2019/03/15 23:00:00+00,,0.120000,0.194000,0.315000,,0.297000,1779
2019/03/16 00:00:00+00,,0.115000,0.179000,0.269000,,0.267000,1780
2019/03/16 01:00:00+00,,0.106000,0.224000,0.369000,,0.180000,1781
2019/03/16 02:00:00+00,,0.196000,0.215000,0.219000,,0.159000,1782
2019/03/16 03:00:00+00,,0.172000,0.206000,0.225000,,0.148000,1783
2019/03/16 04:00:00+00,,0.178000,0.198000,0.204000,,0.121000,1784
2019/03/16 05:00:00+00,,0.171000,0.204000,0.243000,,0.128000,1785
2019/03/16 06:00:00+00,,0.183000,0.208000,0.318000,,0.177000,1786
2019/03/16 07:00:00+00,,0.149000,0.234000,0.272000,,0.250000,1787
2019/03/16 08:00:00+00,,0.183000,0.239000,0.371000,,0.276000,1788
2019/03/16 09:00:00+00,,0.236000,0.245000,0.424000,,0.359000,1789
2019/03/16 10:00:00+00,,0.236000,0.245000,0.327000,,0.296000,1790
2019/03/16 11:00:00+00,,0.222000,0.237000,0.426000,,0.255000,1791
2019/03/16 12:00:00+00,,0.219000,0.246000,0.401000,,0.276000,1792
2019/03/16 13:00:00+00,,0.226000,0.239000,0.345000,,0.250000,1793
2019/03/16 14:00:00+00,,0.234000,0.234000,0.301000,,0.235000,1794
2019/03/16 15:00:00+00,,0.220000,0.234000,0.234000,,0.241000,1795
2019/03/16 16:00:00+00,,0.233000,0.256000,0.354000,,0.231000,1796
2019/03/16 17:00:00+00,,0.253000,0.266000,0.246000,,0.269000,1797
2019/03/16 18:00:00+00,,0.249000,0.279000,0.280000,,0.284000,1798
2019/03/16 19:00:00+00,,0.270000,0.323000,0.338000,,0.361000,1799
2019/03/16 20:00:00+00,,0.281000,0.322000,0.369000,,0.344000,1800
2019/03/16 21:00:00+00,,0.248000,0.323000,0.327000,,0.236000,1801
2019/03/16 22:00:00+00,,0.210000,0.264000,0.315000,,0.243000,1802
2019/03/16 23:00:00+00,,0.206000,0.253000,0.246000,,0.233000,1803
2019/03/17 00:00:00+00,,0.188000,0.248000,0.274000,,0.219000,1804
2019/03/17 01:00:00+00,,0.194000,0.185000,0.264000,,0.180000,1805
2019/03/17 02:00:00+00,,0.227000,0.176000,0.266000,,0.173000,1806
2019/03/17 03:00:00+00,,0.229000,0.155000,0.298000,,0.134000,1807
2019/03/17 04:00:00+00,,0.208000,0.150000,0.189000,,0.136000,1808
2019/03/17 05:00:00+00,,0.212000,0.201000,0.263000,,0.151000,1809
2019/03/17 06:00:00+00,,0.196000,0.165000,0.267000,,0.187000,1810
2019/03/17 07:00:00+00,,0.247000,0.179000,0.370000,,0.251000,1811
2019/03/17 08:00:00+00,,0.231000,0.187000,0.360000,,0.285000,1812
2019/03/17 09:00:00+00,,0.272000,0.159000,0.396000,,0.282000,1813
2019/03/17 10:00:00+00,,0.240000,0.163000,0.339000,,0.256000,1814
2019/03/17 11:00:00+00,,0.236000,0.157000,0.365000,,0.268000,1815
2019/03/17 12:00:00+00,,0.242000,0.168000,0.394000,,0.304000,1816
2019/03/17 13:00:00+00,,0.240000,0.144000,0.309000,,0.278000,1817
2019/03/17 14:00:00+00,,0.246000,0.149000,0.377000,,0.278000,1818
2019/03/17 15:00:00+00,,0.249000,0.137000,0.342000,,0.284000,1819
2019/03/17 16:00:00+00,,0.265000,0.150000,0.405000,,0.321000,1820
2019/03/17 17:00:00+00,,0.271000,0.152000,0.395000,,0.357000,1821
2019/03/17 18:00:00+00,,0.293000,0.180000,0.414000,,0.345000,1822
2019/03/17 19:00:00+00,,0.316000,0.210000,0.434000,,0.464000,1823
2019/03/17 20:00:00+00,,0.405000,0.259000,0.571000,,0.462000,1824
2019/03/17 21:00:00+00,,0.326000,0.239000,0.564000,,0.336000,1825
2019/03/17 22:00:00+00,,0.369000,0.225000,0.419000,,0.333000,1826
2019/03/17 23:00:00+00,,0.356000,0.202000,0.407000,,0.562000,1827
